News,True_Sentiment,Predicted_Sentiment,Confidence
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral,neutral,0.9276230335235596
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",neutral,neutral,0.9285004734992981
The estimated annual value of the frame agreement is about EUR 50mn .,neutral,neutral,0.9467383027076721
The estimated value of the deal is USD 9.2 million .,neutral,neutral,0.9446683526039124
The EUR17m contract includes both design and construction works .,neutral,neutral,0.8605501651763916
"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",neutral,neutral,0.7620694041252136
The expanded company will continue to be called NewPage .,neutral,neutral,0.9449405074119568
The expanded plant is scheduled to be operational by the middle of October 2009 .,neutral,neutral,0.7906045317649841
The expansion is to be finalized in the autumn of 2009 .,neutral,neutral,0.8739216923713684
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",neutral,neutral,0.9267172813415527
The figure does not include food exports from Finland .,neutral,neutral,0.9241750240325928
"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",neutral,neutral,0.9132000207901001
"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",neutral,neutral,0.8516888618469238
The final outcome of the rights offering is to be reported around 23 October 2009 .,neutral,neutral,0.953538715839386
The firm builds components for mobile phones and other communications products .,neutral,neutral,0.9076485633850098
"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",neutral,neutral,0.9205650091171265
The group 's net sales in 2007 were EUR683 .6 m.,neutral,neutral,0.9435385465621948
"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",neutral,neutral,0.9386730790138245
"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",neutral,neutral,0.938630998134613
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",neutral,neutral,0.8910546898841858
The markets expect Heineken to sell Hartwall as a whole or in parts .,neutral,neutral,0.9439994096755981
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral,neutral,0.9079965949058533
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",neutral,neutral,0.9304768443107605
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,neutral,neutral,0.9228655695915222
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,neutral,neutral,0.9461615681648254
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,neutral,neutral,0.9263888001441956
The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,neutral,neutral,0.935154914855957
"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",neutral,neutral,0.9527827501296997
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",neutral,neutral,0.9387900233268738
"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",neutral,neutral,0.9509319067001343
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,neutral,neutral,0.8905622959136963
"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",neutral,neutral,0.9484503269195557
The orders also include a few high-power drives for the control of seismic compressors .,neutral,neutral,0.8664708137512207
"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",neutral,neutral,0.798181414604187
The Oulu plant employs approximately 120 people .,neutral,neutral,0.9398757219314575
The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,neutral,neutral,0.9502877593040466
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,neutral,neutral,0.9520106911659241
"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",neutral,neutral,0.9383246302604675
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",neutral,neutral,0.9463340640068054
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,neutral,neutral,0.8531798720359802
"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",neutral,neutral,0.7587665915489197
"The remaining amount will be funded through debt , the Danish bank said .",neutral,neutral,0.924049973487854
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral,neutral,0.9531943798065186
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,neutral,neutral,0.9501996040344238
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",neutral,neutral,0.9530163407325745
"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",neutral,neutral,0.9279001355171204
The solution will be installed in the USA to support the North American operations of the customer .,neutral,positive,0.5018228888511658
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",neutral,neutral,0.9203940033912659
The studies are expected to start in 2008 .,neutral,neutral,0.894413948059082
"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .",neutral,neutral,0.91718989610672
The terms of the transactions remained undisclosed .,neutral,neutral,0.9349417686462402
The total capacity of the factory will be approximately 100 engines a year .,neutral,neutral,0.8800709843635559
"The total floor area of the plant expansion is 29,000 square metres .",neutral,neutral,0.9234638214111328
The total investment in 2006 and 2007 is expected to amount to about EUR75m .,neutral,neutral,0.8999091982841492
The total investment of the project will be approximately EUR 36m .,neutral,neutral,0.9046081900596619
The total value of the contract is some EUR 8 million .,neutral,neutral,0.9435968399047852
The total value of these two contracts is over EUR 21 million .,neutral,neutral,0.9274410605430603
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,neutral,neutral,0.8125308752059937
The transaction value is CAD 15 million approximately EUR 10 million .,neutral,neutral,0.9529340863227844
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",neutral,neutral,0.9422907829284668
The value of the contract is about EUR 27mn .,neutral,neutral,0.9464237689971924
"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",neutral,neutral,0.9388741850852966
The value of the contract is EUR 25mn .,neutral,neutral,0.9460719227790833
The value of the contract is in total USD12m .,neutral,neutral,0.9416026473045349
The value of the contracts is about EUR 3.3 mn .,neutral,neutral,0.9434182643890381
The value of the deal has not been disclosed .,neutral,neutral,0.9543483257293701
The value of the deal was not disclosed .,neutral,neutral,0.952373206615448
The value of the multi-year agreement is over EUR 2mn a year .,neutral,neutral,0.7842370867729187
The value of the three-year contract is estimated at EUR40m .,neutral,neutral,0.9056186676025391
The value of this kind of order amounts usually between Euro 2 and 3 million .,neutral,neutral,0.9437970519065857
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",neutral,neutral,0.94688880443573
"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",neutral,neutral,0.8469867706298828
There have not been previous share subscriptions with 2004 stock options .,neutral,neutral,0.9521297812461853
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",neutral,neutral,0.6502633690834045
"This could be any of us at any time , '' she said .",neutral,neutral,0.9253401160240173
This wood lacquered clock comes with a stripy hand-crocheted cover .,neutral,neutral,0.9272021055221558
To see a slide show of all the newest product releases from Fiskars .,neutral,neutral,0.9027166962623596
Total value of the contract is about EUR 10mn .,neutral,neutral,0.9486123919487
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",neutral,neutral,0.9400467872619629
"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",neutral,negative,0.6880820989608765
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",neutral,neutral,0.9279612302780151
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",neutral,neutral,0.8983076810836792
"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",neutral,neutral,0.9276667833328247
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral,neutral,0.9155955910682678
Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,neutral,neutral,0.9245002269744873
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",neutral,neutral,0.9423171281814575
Why not subscribe to the magazine ?,neutral,neutral,0.928243100643158
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral,neutral,0.9402595162391663
"With the new arrangement , customer responsibilities will become mainly regional .",neutral,neutral,0.8920493125915527
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral,neutral,0.9474151730537415
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative,negative,0.9303725957870483
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",negative,negative,0.976601243019104
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative,negative,0.9757693409919739
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,negative,0.9690017104148865
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,negative,0.94366455078125
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,negative,0.9730550050735474
Finnish media group Talentum has issued a profit warning .,negative,negative,0.9647681713104248
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,negative,0.9747580885887146
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative,negative,0.9378142952919006
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",negative,negative,0.9740442037582397
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative,negative,0.9723556041717529
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,negative,negative,0.7853350639343262
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,negative,0.9672858715057373
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative,negative,0.9722768068313599
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,negative,0.9679438471794128
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,negative,0.9759077429771423
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,negative,0.9764164090156555
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,negative,0.8347158432006836
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative,negative,0.9558267593383789
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,negative,0.9751419425010681
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,negative,0.9739673137664795
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,negative,0.9772152304649353
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,negative,0.9752635955810547
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,negative,0.9767246842384338
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,negative,0.9772701263427734
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,negative,0.9755331873893738
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative,negative,0.923496663570404
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,negative,negative,0.9745134711265564
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,negative,0.9583269953727722
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,negative,0.9753136038780212
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,negative,0.9595925211906433
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,negative,0.9725458025932312
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative,negative,0.9517543911933899
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,negative,negative,0.9658401012420654
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative,negative,0.9683352708816528
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,negative,0.7771298885345459
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,negative,0.9458433389663696
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,negative,0.972464919090271
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative,negative,0.9762634634971619
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative,negative,0.9623591899871826
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative,negative,0.6242685317993164
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,negative,negative,0.8576659560203552
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative,negative,0.9654533863067627
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative,negative,0.9747999906539917
Scanfil has also issued a profit warning .,negative,negative,0.9615153670310974
Scanfil issued a profit warning on 10 April 2006 .,negative,negative,0.954764187335968
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,negative,0.9756435751914978
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,negative,negative,0.9707543849945068
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,negative,0.9755253791809082
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,positive,0.9492413401603699
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,positive,0.9334679841995239
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,positive,0.915795087814331
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,positive,0.9553725719451904
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive,positive,0.9557980895042419
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,positive,positive,0.9525226354598999
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,positive,0.7831127047538757
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive,positive,0.865925133228302
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,positive,0.8595185279846191
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",positive,positive,0.9525612592697144
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,positive,0.8746371269226074
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,positive,0.9460886120796204
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive,negative,0.4854327440261841
"Thus the method will cut working costs , and will fasten the planning and building processes .",positive,positive,0.8113610744476318
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,neutral,0.8954645395278931
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",neutral,negative,0.9569448232650757
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral,neutral,0.8598946928977966
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",neutral,neutral,0.956183135509491
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral,neutral,0.9445374608039856
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral,neutral,0.9468414187431335
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral,neutral,0.8880430459976196
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,neutral,neutral,0.9495676755905151
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,neutral,neutral,0.9369284510612488
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral,neutral,0.9267881512641907
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",neutral,neutral,0.9461724758148193
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,neutral,neutral,0.9557527899742126
"Tieto 's service is also used to send , process and receive materials related to absentee voting .",neutral,neutral,0.9510894417762756
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral,neutral,0.9466511607170105
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral,neutral,0.9467884302139282
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral,negative,0.5388200879096985
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,neutral,positive,0.5060433149337769
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",neutral,neutral,0.940575897693634
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",neutral,neutral,0.9428129196166992
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,neutral,0.957237720489502
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,neutral,neutral,0.751559317111969
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",neutral,neutral,0.930452287197113
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,neutral,neutral,0.9493131041526794
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,neutral,neutral,0.9427129626274109
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",neutral,neutral,0.9508117437362671
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,neutral,neutral,0.9530544281005859
Less than ten people will face pension agreements .,neutral,negative,0.7606173157691956
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,neutral,neutral,0.9549646377563477
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neutral,neutral,0.9080272316932678
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",neutral,neutral,0.9489633440971375
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,neutral,neutral,0.9405937194824219
Rapala Fishing Frenzy 2009 .,neutral,neutral,0.920353889465332
Residents access to the block is planned to be from Aleksandri Street .,neutral,neutral,0.9244635105133057
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,neutral,neutral,0.9257891774177551
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral,neutral,0.8976674675941467
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,neutral,negative,0.9527315497398376
The appointments will be in force until the new CEO has been appointed .,neutral,neutral,0.9146563410758972
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",neutral,neutral,0.6231340765953064
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",neutral,neutral,0.9195833802223206
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",neutral,neutral,0.6493815779685974
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",neutral,neutral,0.8266986012458801
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",neutral,neutral,0.8380420207977295
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,neutral,0.8844864368438721
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,neutral,0.9424015879631042
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",neutral,positive,0.5676868557929993
The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,neutral,neutral,0.9177398085594177
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",neutral,neutral,0.7977617383003235
"The gross area of eight houses will be 12,167 m2 .",neutral,neutral,0.9470005035400391
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral,neutral,0.9408624172210693
"The interim report for the first quarter is published on May 8 , 2009 .",neutral,neutral,0.9291000366210938
"The mill 's raw material need will increase by 100,000 m3 of wood .",neutral,positive,0.9204970002174377
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,neutral,0.8320232033729553
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,neutral,neutral,0.9124003648757935
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",neutral,neutral,0.8539212346076965
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",neutral,neutral,0.8174431920051575
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral,neutral,0.9489309191703796
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,neutral,neutral,0.9528342485427856
The share subscription period will expire on 30 September 2007 .,neutral,neutral,0.9452803730964661
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,neutral,neutral,0.9138248562812805
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,neutral,neutral,0.9529238939285278
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,neutral,neutral,0.9452006220817566
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",neutral,neutral,0.9259803891181946
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",neutral,neutral,0.8692772388458252
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",neutral,neutral,0.844436526298523
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",neutral,neutral,0.6654184460639954
A 2001 agreement expired earlier this month .,neutral,negative,0.6340880990028381
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",neutral,neutral,0.9541286826133728
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",neutral,neutral,0.937991201877594
Currently the quarterly applied surcharges differ significantly from the actual market prices .,neutral,neutral,0.48837053775787354
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,neutral,neutral,0.9553560614585876
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",neutral,neutral,0.8430417776107788
"HK Ruokatalo produces many turkey products , such as cold cuts .",neutral,neutral,0.9238269329071045
"However , the brokers ' ratings on the stock differ .",neutral,neutral,0.9195078015327454
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,neutral,neutral,0.8487281203269958
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,neutral,neutral,0.9492559432983398
The beers differ slightly from mainstream beers .,neutral,neutral,0.9048615097999573
"The company operates a U.S. division in Lisle , Ill. .",neutral,neutral,0.9431268572807312
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",neutral,neutral,0.9375424981117249
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",neutral,neutral,0.929387092590332
